,title,source,link,date
5,"Nykaa, HDFC AMC among 5 stocks to exit Nifty Next50 in index rejig",The Economic Times,news.google.com/articles/CBMiiwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9ueWthYS1oZGZjLWFtYy1hbW9uZy01LXN0b2Nrcy10by1leGl0LW5pZnR5LW5leHQ1MC1pbi1pbmRleC1yZWppZy9hcnRpY2xlc2hvdy8xMDI4MTAwMDcuY21z0gGPAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9uZXdzL255a2FhLWhkZmMtYW1jLWFtb25nLTUtc3RvY2tzLXRvLWV4aXQtbmlmdHktbmV4dDUwLWluLWluZGV4LXJlamlnL2FtcF9hcnRpY2xlc2hvdy8xMDI4MTAwMDcuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17
12,"Automotive Sunroof Market Size Worth USD 29.10 Billion, Globally ...",India Shorts,news.google.com/articles/CBMiemh0dHBzOi8vaW5kaWFzaG9ydHMuY29tL2F1dG9tb3RpdmUtc3Vucm9vZi1tYXJrZXQtc2l6ZS13b3J0aC11c2QtMjktMTAtYmlsbGlvbi1nbG9iYWxseS1ieS0yMDMwLWF0LWEtY2Fnci1vZi0xMi0wOC8xMzkyNTEv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17
28,Global Automotive Selector Lever Market 2023 Outlook ...,The Chaminade Talon,news.google.com/articles/CBMiqwFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vZ2xvYmFsLWF1dG9tb3RpdmUtc2VsZWN0b3ItbGV2ZXItbWFya2V0LTIwMjMtb3V0bG9vay1tYW51ZmFjdHVyZXJzLW9wcG9ydHVuaXRpZXMtZm9yZWNhc3QtdG8tMjAzMC10b2thaS1yaWthLWZ1amkta2lrby1rb25nc2JlcmctYXV0b21vdGl2ZS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16
32,[Trends ] Automotive Welding Market Growth Drivers | Bosch ...,The Chaminade Talon,news.google.com/articles/CBMihgFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vdHJlbmRzLWF1dG9tb3RpdmUtd2VsZGluZy1tYXJrZXQtZ3Jvd3RoLWRyaXZlcnMtYm9zY2gtZ2VybWFueS1jb250aW5lbnRhbC1nZXJtYW55LXRoeXNzZW5rcnVwcC1nZXJtYW55L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16
81,Automatic Braiding Machines Market 2023 Detail Analysis Report ...,The Chaminade Talon,news.google.com/articles/CBMilAFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vYXV0b21hdGljLWJyYWlkaW5nLW1hY2hpbmVzLW1hcmtldC0yMDIzLWRldGFpbC1hbmFseXNpcy1yZXBvcnQtaW5jbHVkaW5nLXRvcC1wbGF5ZXJzLWFzby1tLWEtdnAtc3VuZ2lsLWluZC1tYXllci1jaWUv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16
14,"Metal Stamping Market to Reach a Valuation of USD 257.1 Billion by 2028 Globally, at a CAGR of 3.7%, says MarketsandMarkets™",India Shorts,news.google.com/articles/CBMimAFodHRwczovL2luZGlhc2hvcnRzLmNvbS9tZXRhbC1zdGFtcGluZy1tYXJrZXQtdG8tcmVhY2gtYS12YWx1YXRpb24tb2YtdXNkLTI1Ny0xLWJpbGxpb24tYnktMjAyOC1nbG9iYWxseS1hdC1hLWNhZ3Itb2YtMy03LXNheXMtbWFya2V0c2FuZG1hcmtldHMvMTM5MDE5L9IBmAFodHRwczovL2luZGlhc2hvcnRzLmNvbS9tZXRhbC1zdGFtcGluZy1tYXJrZXQtdG8tcmVhY2gtYS12YWx1YXRpb24tb2YtdXNkLTI1Ny0xLWJpbGxpb24tYnktMjAyOC1nbG9iYWxseS1hdC1hLWNhZ3Itb2YtMy03LXNheXMtbWFya2V0c2FuZG1hcmtldHMvMTM5MDE5Lw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15
55,Knitting Circular Knitting Machine Market 2023 Growing Strategies ...,The Chaminade Talon,news.google.com/articles/CBMihQFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20va25pdHRpbmctY2lyY3VsYXIta25pdHRpbmctbWFjaGluZS1tYXJrZXQtMjAyMy1ncm93aW5nLXN0cmF0ZWdpZXMtbWF5ZXItY2llLXNhbnRvbmktdGVycm90LW9yaXppby1zcmwv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14
88,The Fiber Optic Components market size growing at a CAGR of 8.9 ...,Digital Journal,news.google.com/articles/CBMiqwJodHRwczovL3d3dy5kaWdpdGFsam91cm5hbC5jb20vcHIvbmV3cy9wcmltZS1wci13aXJlL3RoZS1maWJlci1vcHRpYy1jb21wb25lbnRzLW1hcmtldC1zaXplLWdyb3dpbmctYXQtYS1jYWdyLW9mLTgtOS1hbmQtcmVwb3J0cy1wZXJ0YWluaW5nLXRvLXRoaXMtbWFya2V0LXByb3ZpZGVzLWluLWRlcHRoLXZlbmRvci1zZWxlY3Rpb24tcHJvY2Vzcy1hbmQtYW5hbHlzaXMtYW5kLW9mZmVycy1hLWNvbXByZWhlbnNpdmUtY29tcGV0aXRpb24tbGFuZHNjYXBlLWFuZC1hLXByZWNpc2UtbWFya2V0LWdyb3d0aC1wcmVkaWN0aW9uLdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11
7,CIE Automotive India : Letter proposing candidature of Mr Shripraksh Shukla,Marketscreener.com,news.google.com/articles/CBMipgFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svQ0lFLUFVVE9NT1RJVkUtSU5ESUEtTElNSS00NjczMDM0OC9uZXdzL0NJRS1BdXRvbW90aXZlLUluZGlhLUxldHRlci1wcm9wb3NpbmctY2FuZGlkYXR1cmUtb2YtTXItU2hyaXByYWtzaC1TaHVrbGEtNDQ1NTAyNzUv0gGqAWh0dHBzOi8vd3d3Lm1hcmtldHNjcmVlbmVyLmNvbS9hbXAvcXVvdGUvc3RvY2svQ0lFLUFVVE9NT1RJVkUtSU5ESUEtTElNSS00NjczMDM0OC9uZXdzL0NJRS1BdXRvbW90aXZlLUluZGlhLUxldHRlci1wcm9wb3NpbmctY2FuZGlkYXR1cmUtb2YtTXItU2hyaXByYWtzaC1TaHVrbGEtNDQ1NTAyNzUv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-08
3,"CIE Automotive India Insiders Sell ₹1.0b Of Stock, Possibly Signalling Caution",Simply Wall St,news.google.com/articles/CBMilgFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2F1dG9tb2JpbGVzL25zZS1jaWVpbmRpYS9jaWUtYXV0b21vdGl2ZS1pbmRpYS1zaGFyZXMvbmV3cy9jaWUtYXV0b21vdGl2ZS1pbmRpYS1pbnNpZGVycy1zZWxsLTEwYi1vZi1zdG9jay1wb3NzaWJseS1zaWfSAZoBaHR0cHM6Ly9zaW1wbHl3YWxsLnN0L3N0b2Nrcy9pbi9hdXRvbW9iaWxlcy9uc2UtY2llaW5kaWEvY2llLWF1dG9tb3RpdmUtaW5kaWEtc2hhcmVzL25ld3MvY2llLWF1dG9tb3RpdmUtaW5kaWEtaW5zaWRlcnMtc2VsbC0xMGItb2Ytc3RvY2stcG9zc2libHktc2lnL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-05
